category,doc_type,release_date,url,body_original_length,title,body_summary,category_FOMC,category_FDA,category_UCSB,title_positive_prob,title_negative_prob,title_neutral_prob,title_sentiment_score,body_positive_prob,body_negative_prob,body_neutral_prob,body_sentiment_score,body_n_chunks,body_summary_embedding
FDA,press-announcements,2023-11-02,https://web.archive.org/web/20231114132327/https://www.fda.gov/news-events/press-announcements/fda-proposes-ban-food-additive-continues-assessments-additional-chemicals,773,"FDA Proposes to Ban Food Additive, Continues Assessments of Additional Chemicals","The US Food and Drug Administration proposed to revoke the regulation authorizing the use of brominated vegetable oil (BVO) in food due to studies conducted in collaboration with the National Institutes of Health finding potential adverse health effects in humans. BVO is a vegetable oil modified with bromine, previously used in small amounts in beverages. The FDA no longer considers BVO ""Generally Recognized as Safe"" and is reviewing its use under food additive regulations. This action prioritizes risk, science, and regulatory authority, following recent toxicology studies and California's ban on BVO in that state. The FDA is also reviewing color additive regulations and plans to enhance its review of food chemical safety through the proposed Human Foods Program.",0,1,0,0.0646869912743568,0.048245646059513,0.887067437171936,0.0164413452148437,0.0597280003130435,0.0387134179472923,0.9015586376190186,0.0210145823657512,1,"[0.11576223373413086, 0.15742406249046326, 0.25598475337028503, -0.042153097689151764, -0.21603962779045105, -0.021615400910377502, 0.12270219624042511, -0.1569908857345581, -0.021531950682401657, 0.054871149361133575, 0.032113898545503616, 0.0784992203116417, 0.08056788891553879, 0.029233187437057495, 0.008972235023975372, -0.0021173954010009766, -0.012545078992843628, 0.18952971696853638, 0.033028822392225266, 0.09978001564741135, 0.16319553554058075, 0.06714525073766708, 0.019828476011753082, 0.020885922014713287, -0.07789520174264908, 0.03927753120660782, 0.0714912936091423, -0.04544469714164734, -0.10336948931217194, 0.11773168295621872]"
UCSB,Statements,2023-11-01,https://www.presidency.ucsb.edu/documents/statement-health-insurance-enrollment-under-the-patient-protection-and-affordable-care-3,759,Statement on Health Insurance Enrollment Under the Patient Protection and Affordable Care Act,"The US government is making healthcare a right, not a privilege, for all Americans. As the open enrollment period begins on healthcare.gov, Americans can sign up for quality, affordable health coverage from January 15, 2024, to next year. Over 16 million people signed up for health insurance through the Affordable Care Act last year. Thanks to the Inflation Reduction Act, coverage is more affordable and accessible, with consumers saving $800 on premiums annually. Four in five customers can find quality coverage for less than $10 a month. If not through an employer, various affordable coverage options are available. The government has made progress in expanding coverage and lowering healthcare costs, saving families money and providing peace of mind.",0,0,1,0.054842434823513,0.0178957059979438,0.9272618889808656,0.0369467288255691,0.506823718547821,0.0137332528829574,0.4794430136680603,0.4930904656648636,1,"[-0.3522700071334839, -0.06034323573112488, -0.03191995620727539, 0.3670184910297394, 0.12737853825092316, 0.0009810477495193481, -0.0971752405166626, 0.005094079300761223, -0.13877570629119873, 0.31615614891052246, -0.29278564453125, -0.04093331843614578, -0.031171418726444244, -0.011917904019355774, 0.10700025409460068, 0.09892411530017853, 0.010463155806064606, 0.07251033186912537, 0.17010915279388428, -0.11604376137256622, -0.029584981501102448, 0.02232259511947632, -0.07512129098176956, -0.048914097249507904, -0.07034816592931747, 0.05074665695428848, 0.02135363221168518, 0.07529856264591217, 0.022062163800001144, 0.07673420757055283]"
FOMC,statement,2023-11-01,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231101a.htm,2300,Federal Reserve issues FOMC statement,"Recent indicators suggest that economic activity expanded at a strong pace in the third quarter. Job gains have moderated since earlier in the year but remain strong, and the unemployment rate has remained low. Inflation remains elevated. The U.S. banking system is sound and resilient. Tighter financial and credit conditions for households and businesses are likely to weigh on economic activity, hiring, and inflation. The extent of these effects remains uncertain. The Committee remains highly attentive to inflation risks. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 5-1/4 to 5-1/2 percent. The Committee will continue to assess additional information and its implications for monetary policy. In determining the extent of additional policy firming that may be appropriate to return inflation to 2 percent over time, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans. The Committee is strongly committed to returning inflation to its 2 percent objective. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Adriana D. Kugler; Lorie K. Logan; and Christopher J. Waller.",1,0,0,0.0257567856460809,0.074908398091793,0.8993348479270935,-0.049151612445712,0.1472992876680015,0.0605105244816906,0.7921902230629778,0.0867887631863109,4,"[-0.6746695637702942, -0.025338411331176758, 0.017740413546562195, -0.26559847593307495, -0.0462363064289093, -0.045468784868717194, -0.015503913164138794, -0.01632506400346756, -0.03134540840983391, 0.08805742859840393, 0.07347340136766434, -0.1025606021285057, 0.002652101218700409, -0.023605167865753174, 0.04117404669523239, -0.0028859153389930725, -0.05473468452692032, -0.01695214956998825, 0.083006851375103, 0.04217212647199631, -0.024712249636650085, 0.09280768781900406, 0.08521544188261032, 0.012842938303947449, -0.02694254368543625, 0.03941158205270767, -0.07642247527837753, -0.09000661969184875, -0.11159929633140564, -0.05902862921357155]"
FOMC,implementation_note,2023-11-01,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231101a1.htm,2582,"Implementation Note issued November 1, 2023","Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on November 1, 2023: The Board of Governors of the Federal Reserve System voted unanimously to maintain the interest rate paid on reserve balances at 5.4 percent, effective November 2, 2023. As part of its policy decision, the Federal Open Market Committee voted to direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective November 2, 2023, the Federal Open Market Committee directs the Desk to: Undertake open market operations as necessary to maintain the federal funds rate in a target range of 5-1/4 to 5-1/2 percent. Conduct standing overnight repurchase agreement operations with a minimum bid rate of 5.5 percent and with an aggregate operation limit of $500 billion. Conduct standing overnight reverse repurchase agreement operations at an offering rate of 5.3 percent and with a per-counterparty limit of $160 billion per day. Roll over at auction the amount of principal payments from the Federal Reserve's holdings of Treasury securities maturing in each calendar month that exceeds a cap of $60 billion per month. Redeem Treasury coupon securities up to this monthly cap and Treasury bills to the extent that coupon principal payments are less than the monthly cap. Reinvest into agency mortgage-backed securities (MBS) the amount of principal payments from the Federal Reserve's holdings of agency debt and agency MBS received in each calendar month that exceeds a cap of $35 billion per month. Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons. Engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency MBS transactions."" In a related action, the Board of Governors of the Federal Reserve System voted unanimously to approve the establishment of the primary credit rate at the existing level of 5.5 percent. This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve's operational tools and approach used to implement monetary policy. More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York's website .",1,0,0,0.0449300035834312,0.0305222179740667,0.924547791481018,0.0144077856093645,0.045897065657153,0.0247708164746271,0.9293321199590912,0.0211262491825258,4,"[-0.5864979028701782, -0.06685291230678558, -0.0037469863891601562, -0.3043707609176636, -0.005220323801040649, -0.06807192414999008, 0.08230482041835785, 0.015348872169852257, 0.005267158150672913, -0.06995921581983566, 0.0854668915271759, -0.14420075714588165, -0.042203955352306366, 0.045544274151325226, -0.02807510644197464, -0.01759863644838333, 0.0955975353717804, -0.08234865963459015, 0.11171745508909225, -0.09857013076543808, 0.0551142692565918, 0.10785938054323196, 0.05440116673707962, 0.1163165494799614, -0.06259183585643768, -0.062104061245918274, -0.060344912111759186, 0.027540970593690872, 0.024705298244953156, 0.11726482957601547]"
UCSB,Proclamations,2023-10-31,https://www.presidency.ucsb.edu/documents/proclamation-10660-critical-infrastructure-security-and-resilience-month-2023,839,"Proclamation 10660—Critical Infrastructure Security and Resilience Month, 2023","President Joe R. Biden Jr. issues a proclamation declaring November 2023 as Critical Infrastructure Security and Resilience Month. He reiterates the importance of protecting America's critical infrastructure from natural disasters, cyber threats, and other hazards that strain its supply chains and threaten national security. The President is committed to bolstering the nation's infrastructure through investments from various sources, including the American Rescue Plan, Bipartisan Infrastructure Law, Inflation Reduction Act, and CHIPS and Science Act. He highlights the need to improve cybersecurity and has appointed senior officials to address cyber threats. The President also announces international partnerships to develop sustainable infrastructure around the globe, including the Trans-African Corridor with the European Union.",0,0,1,0.0647735372185707,0.0342657156288623,0.9009608030319214,0.0305078215897083,0.6695033819692516,0.0166243048193631,0.3138723132113852,0.6528790771498885,2,"[-0.5441102981567383, -0.14541764557361603, -0.004456609487533569, 0.3588680624961853, -0.04128860682249069, -0.09314493089914322, -0.052099063992500305, 0.12129345536231995, 0.1307024508714676, -0.208502396941185, 0.15380096435546875, 0.13070964813232422, -0.036015212535858154, -0.0038806647062301636, -0.02670793980360031, 0.028220972046256065, -0.05205126851797104, -0.03966831415891647, -0.11345536261796951, -0.11527866125106812, 0.05257678031921387, -0.04429911822080612, 0.04188650846481323, 0.024136431515216827, 0.08620725572109222, 0.022101841866970062, -0.003957144916057587, -0.003582984209060669, 0.12398916482925415, 0.04415237903594971]"
FDA,press-announcements,2023-10-31,https://web.archive.org/web/20231114132327/https://www.fda.gov/news-events/press-announcements/fda-approves-interchangeable-biosimilar-multiple-inflammatory-diseases,841,FDA Approves Interchangeable Biosimilar for Multiple Inflammatory Diseases,"The US Food and Drug Administration (FDA) has approved Wezlana (ustekinumab-auub) as a biosimilar to Stelara (ustekinumab) for multiple inflammatory diseases. Wezlana is approved to treat moderate to severe plaque psoriasis, active psoriatic arthritis, moderately to severely active Crohn’s disease, and moderately to severely active ulcerative colitis in adults and pediatric patients 6 years of age and older. The approval is based on a comprehensive review of scientific evidence showing Wezlana is highly similar to Stelara, with no clinically meaningful differences in safety and effectiveness. Wezlana is an interchangeable biosimilar, allowing for pharmacy-level substitution without consulting the prescriber. The FDA’s approval aims to increase access to safe and effective treatment options for patients with inflammatory diseases.",0,1,0,0.4504414498806,0.0108943469822406,0.5386642217636108,0.4395471028983593,0.5460858123643058,0.0103901658240439,0.4435239958975996,0.5356956465402618,2,"[0.10198917984962463, 0.22810916602611542, -0.33441394567489624, -0.030716903507709503, -0.12925025820732117, 0.16519750654697418, 0.0744495838880539, 0.020595522597432137, 0.005016684532165527, 0.0230519138276577, -0.10621711611747742, 0.09535636007785797, 0.051556237041950226, -0.03238948434591293, 0.03209351748228073, 0.1083945482969284, 0.1151285469532013, -0.009484173730015755, 0.05502144992351532, -0.007484663277864456, -0.0584082156419754, 0.05144909769296646, 0.058283887803554535, -0.07450438290834427, 0.12614257633686066, 0.10929398983716965, -0.08316869288682938, -0.022987186908721924, 0.002751518040895462, 0.06738399714231491]"
FDA,press-announcements,2023-10-31,https://web.archive.org/web/20231114132327/https://www.fda.gov/news-events/press-announcements/fda-roundup-october-31-2023,1324,"FDA Roundup: October 31, 2023","The U.S. Food and Drug Administration (FDA) is providing an update on news from around the agency. On Monday, the FDA posted interim results from a postmarket surveillance study on Essure, a permanently implanted birth control device for women. The study, which has completed three years of follow-up, will continue for another five years. Final analyses will be performed when the study concludes. The FDA remains committed to collecting and providing updates on the long-term safety and effectiveness of Essure. 

On Friday, the FDA accepted a master file for the Radiation Sterilization Master File Pilot Program, a voluntary program to help sterilize medical devices using new or improved modalities. The master file was submitted by Steris Corporation. 

The FDA also approved toripalimab-tpzi (LOQTORZ, Coherus BioSciences, Inc.) for the treatment of adults with metastatic or recurrent nasopharyngeal carcinoma. This approval demonstrates an improvement in overall survival and delaying disease progression when combined with chemotherapy. 

Additionally, the FDA announced that the outbreak of Listeria monocytogenes infections linked to recalled dairy and non-dairy products has ended, and the investigation is complete. The Ice Cream House and Real Kosher Ice Cream have voluntarily recalled all affected products.",0,1,0,0.0227150786668062,0.0551521182060241,0.9221327900886536,-0.0324370395392179,0.1416298355468765,0.2982140663734035,0.5601560799751485,-0.1565842308265269,2,"[0.1856641173362732, 0.021118924021720886, 0.08588266372680664, -0.005643881857395172, -0.10414814949035645, -0.1798027753829956, -0.037017643451690674, 0.023887965828180313, -0.11707526445388794, -0.09452569484710693, -0.12582282721996307, 0.061282478272914886, 0.29059919714927673, -0.04716016352176666, -0.05386277288198471, 0.01269562914967537, -0.052784569561481476, -0.046645019203424454, 0.043346621096134186, -0.0111477579921484, 0.026828259229660034, -0.07010811567306519, 0.06397541612386703, 0.12912949919700623, -0.02311970852315426, 0.06257688254117966, -0.07988981157541275, -0.00691596046090126, -0.023020915687084198, -0.02657496929168701]"
UCSB,Proclamations,2023-10-31,https://www.presidency.ucsb.edu/documents/proclamation-10662-national-alzheimers-disease-awareness-month-2023,926,"Proclamation 10662—National Alzheimer's Disease Awareness Month, 2023","The President of the United States declares November 2023 as National Alzheimer's Disease Awareness Month. Over six million Americans live with Alzheimer's, a devastating disease that deprives people of their memories, thoughts, and identity. The Administration has taken actions to help treat and prevent the disease, including securing $2.5 billion in funding for the Advanced Research Projects Agency for Health and approving a prescription drug for some people. The Administration has also signed an Executive Order on Increasing Access to High-Quality Care and Supporting Caregivers, and the Centers for Medicare and Medicaid Services have announced a model offering comprehensive care management and coordination for people living with Alzheimer's. The President calls on the American people to honor and support those living with Alzheimer's and encourages them to visit www.Alzheimers.gov for evidence-based resources.",0,0,1,0.0350528433918952,0.0380686745047569,0.9268784523010254,-0.0030158311128616,0.5698913206925263,0.0210688044654356,0.4090399109995043,0.5488225162270907,2,"[-0.3124619722366333, 0.053680919110774994, -0.06765375286340714, 0.2637191414833069, 0.03810122609138489, -0.04497312009334564, -0.17173999547958374, -0.03134043142199516, -0.06157035008072853, 0.14519807696342468, 0.16523289680480957, 0.053239673376083374, 0.08568952232599258, 0.25259461998939514, -0.16450324654579163, 0.03294617310166359, -0.046407632529735565, -0.03417909890413284, 0.007138984277844429, -0.2984412610530853, 0.1401110291481018, -0.03373810648918152, 0.088334821164608, -0.0785854309797287, -0.0030378932133316994, -0.15265530347824097, -0.15498363971710205, -0.07155567407608032, -0.15920303761959076, 0.008050836622714996]"
UCSB,Executive Orders,2023-10-30,https://www.presidency.ucsb.edu/documents/executive-order-14110-safe-secure-and-trustworthy-development-and-use-artificial,1075,"Executive Order 14110—Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence","US President Joseph R. Biden Jr. orders a Federal Government-wide approach to governing AI development and use safely and responsibly. The Federal Government will ensure the collection, use, and retention of data is lawful, secure, and mitigates privacy and confidentiality risks using privacy-enhancing technologies. Guidelines and standards for safe, secure, and trustworthy AI systems, including generative AI, are established within 270 days. The US Secretary of Commerce defines and updates technical conditions for models and computing clusters, and authorizes exemptions for IaaS providers. An AI safety board is established, and plans for AI pilot projects and a framework to mitigate biosecurity risks are developed. Immigration policies are reviewed and updated to attract experts in AI and other critical technologies. The Secretary of HHS prioritizes grantmaking for responsible AI development and use, and the US government promotes employee well-being, advances equity in the criminal justice system, and issues a directive to address AI use in various sectors.",0,0,1,0.16077221930027,0.0126304421573877,0.8265973329544067,0.1481417771428823,0.1205765343439423,0.0170990619175413,0.8623243727941531,0.103477472426401,2,"[-0.2654816806316376, -0.012214705348014832, 0.12273299694061279, 0.1965874433517456, 0.00762544572353363, -0.1420440375804901, -0.23413559794425964, -0.006022275425493717, -0.004209544509649277, -0.13780775666236877, 0.2776870131492615, 0.009659301489591599, -0.11366210877895355, 0.07090339064598083, 0.08596204966306686, 0.18411922454833984, 0.053876325488090515, -0.10343598574399948, 0.13259968161582947, -0.02409113198518753, 0.01666986010968685, 0.03716646134853363, 0.15317901968955994, -0.05434015393257141, 0.09393881261348724, -0.07497832924127579, 0.20245102047920227, -0.18338820338249207, -0.05530617758631706, 0.14629292488098145]"
FDA,press-announcements,2023-10-27,https://web.archive.org/web/20231031015235/https://www.fda.gov/news-events/press-announcements/fda-roundup-october-27-2023,1569,"FDA Roundup: October 27, 2023","The U.S. Food and Drug Administration has issued a summary of recent news from around the agency. Director Brian King of the FDA Center for Tobacco Products has published a statement summarizing the center's efforts to address an independent expert panel's evaluation. 

The FDA has cleared the first over-the-counter test for fentanyl detection, which can be used with a urine sample. The test provides preliminary results, and a more specific alternative method is required to obtain a confirmed result. 

Jeff Shuren, M.D., J.D., Director of the FDA's Center for Devices and Radiological Health, stated that this test is an example of the FDA's commitment to authorize tools that can reduce deaths associated with overdoses. 

The FDA has also approved a new oral corticosteroid for the treatment of Duchenne muscular dystrophy in patients 2 years of age and older. 

Commissioner Robert M. Califf recently traveled to India and published an article on the FDA Voices website. 

The FDA has issued a draft guidance on remote interactive evaluations of drug manufacturing and bioresearch monitoring facilities. 

The FDA has issued an Outbreak Advisory for Salmonella Thompson infections linked to fresh diced onions from Gills Onions of Oxnard, California. 

The FDA has approved Tibsovo for adult patients with relapsed or refractory myelodysplastic syndromes. 

The FDA, Health Canada, and the United Kingdom's Medicines and Healthcare products Regulatory Agency have jointly issued a Predetermined Change Control Plan for Machine Learning-Enabled Medical Devices.",0,1,0,0.0235179662704467,0.0536517649888992,0.9228302240371704,-0.0301337987184524,0.3608957669240747,0.0179706922498712,0.6211334899269635,0.3429250746742034,3,"[0.2361692488193512, -0.02809634804725647, 0.13481852412223816, -0.0781019851565361, 0.09787975251674652, -0.016347527503967285, -0.11730776727199554, 0.011003291234374046, 0.10146071016788483, 0.04869159311056137, 0.10229519009590149, 0.02151082642376423, 0.05534926801919937, 0.04802662134170532, -0.11884712427854538, -0.038423582911491394, -0.1070079579949379, -0.0013817474246025085, -0.008541308343410492, 0.06534016132354736, -0.10290902107954025, -0.004099033772945404, 0.030044272541999817, 0.05692557990550995, -0.033592309802770615, 0.002465382218360901, -0.07199857383966446, -0.03777693957090378, 0.024065431207418442, 0.0853380635380745]"
FDA,press-announcements,2023-10-26,https://web.archive.org/web/20231031015235/https://www.fda.gov/news-events/press-announcements/fda-raises-concerns-about-probiotic-products-sold-use-hospitalized-preterm-infants,988,FDA Raises Concerns About Probiotic Products Sold for Use in Hospitalized Preterm Infants,"The US FDA is warning healthcare providers and the public about the potential risks of using products containing live bacteria or yeast (probiotics) in preterm infants in hospital settings. The agency has issued two warning letters to companies for illegally selling their products for treating or preventing certain diseases in preterm infants. Probiotic products have been associated with invasive, potentially fatal disease, infection, and adverse events, including one infant death in 2023 and over two dozen reported adverse events in the US since 2018. The FDA has not approved any probiotic product for use as a drug or biological product in infants of any age. The agency requires approval of a Biologics License Application for these products to ensure they have been appropriately evaluated and meet rigorous manufacturing and testing standards. Healthcare providers who administer unapproved probiotic products must submit an Investigational New Drug application to the agency.",0,1,0,0.0150183290243148,0.929405927658081,0.0555757507681846,-0.9143875986337662,0.0378004934755743,0.4210517065186269,0.5411478020741464,-0.3832512130430525,2,"[0.14898884296417236, 0.08774352073669434, 0.04505541920661926, -0.02029600366950035, -0.24685342609882355, 0.004540398716926575, 0.05627571791410446, 0.03987932205200195, -0.13924968242645264, 0.041316255927085876, -0.11482593417167664, -0.05074669420719147, 0.01162683218717575, 0.07107082009315491, 0.03426697105169296, -0.10615415126085281, -0.12622478604316711, -0.0902901291847229, 0.0988195538520813, 0.061706215143203735, -0.054184697568416595, -0.22264060378074646, 0.033627696335315704, -0.05369284749031067, 0.0919303148984909, 0.18198594450950623, 0.013527002185583115, -0.004958927631378174, -0.19253604114055634, 0.02415485680103302]"
FDA,press-announcements,2023-10-24,https://web.archive.org/web/20231031015235/https://www.fda.gov/news-events/press-announcements/fda-roundup-october-24-2023,707,"FDA Roundup: October 24, 2023","The U.S. Food and Drug Administration has approved Medtronic's Aurora EV-ICD System for treating patients with life-threatening abnormally fast heart rhythms. The FDA also granted accelerated approval to entrectinib (Rozlytrek, Genentech Inc.) for pediatric patients with solid tumors and a specific gene mutation. Additionally, the FDA approved a new oral pellet formulation for entrectinib and issued a Safety Alert advising consumers not to eat oysters from Future Seafoods, Inc. due to possible contamination. The FDA's Office of Women's Health will host a free public webinar on November 8, 2023, to discuss decentralized clinical trials and other strategies for bringing clinical research to patients.",0,1,0,0.0235551986843347,0.0494356229901313,0.9270091652870178,-0.0258804243057966,0.4784391522407532,0.0151240685954689,0.506436824798584,0.4633150836452842,1,"[0.1977742314338684, 0.16837793588638306, -0.11868399381637573, 0.017224663868546486, 0.012158691883087158, -0.08432894200086594, -0.22020524740219116, -0.03041093423962593, -0.00422992929816246, 0.0019175522029399872, 0.0033025741577148438, 0.04505605250597, 0.15026137232780457, -0.014869995415210724, -0.19206121563911438, -0.03456176817417145, -0.10423048585653305, -0.07976695895195007, -0.0272214338183403, -0.04592513665556908, -0.04103996604681015, -0.06735250353813171, 0.06071815639734268, 0.06868333369493484, 0.006049091462045908, 0.1621408760547638, 0.04394768923521042, -0.061271294951438904, -0.08212915062904358, 0.026648782193660736]"
FDA,press-announcements,2023-10-24,https://web.archive.org/web/20231031015235/https://www.fda.gov/news-events/press-announcements/fda-approves-new-therapy-rare-form-blood-cancers-called-myelodysplastic-syndromes,1125,FDA Approves New Therapy for Rare Form of Blood Cancers Called Myelodysplastic Syndromes,"The US FDA approved Tibsovo for treating adult patients with relapsed or refractory myelodysplastic syndromes (MDS) with an IDH1 mutation. This is the first targeted therapy approved for this indication. The FDA also approved the Abbott RealTime IDH1 Assay as a companion diagnostic. Tibsovo was previously approved for certain adults with Acute Myeloid Leukemia (AML) and locally advanced or metastatic cholangiocarcinoma. The approval was based on an open-label, single-arm, multicenter study of 18 adult patients with relapsed or refractory MDS with an IDH1 mutation. The study showed a 39% complete remission rate, and six out of nine patients who required transfusions no longer needed them after treatment. The most common side effects were similar to those seen with ivosidenib monotherapy. Tibsovo may cause QTc prolongation and differentiation syndrome, which can be fatal if not treated. The FDA granted Priority Review, Breakthrough Therapy, and Orphan Drug designations for the indication. Approval was granted to Servier Pharmaceuticals LLC for Tibsovo and Abbott Laboratories for the Abbott RealTime IDH1 Assay.",0,1,0,0.7176677584648132,0.0151915196329355,0.2671407461166382,0.7024762388318777,0.2672280547378114,0.0285324371698249,0.7042395204199591,0.2386956175679864,2,"[0.05620330572128296, 0.24954792857170105, -0.5099066495895386, -0.03460042178630829, -0.07486546039581299, 0.0014550387859344482, -0.00042068958282470703, -0.18544213473796844, 0.21027888357639313, -0.0534798800945282, -0.037892431020736694, -0.02573012001812458, -0.01814868301153183, -0.16390691697597504, 0.009923465549945831, -0.024584151804447174, -0.002528741955757141, -0.15056395530700684, 0.008570886217057705, 0.014315901324152946, 0.11735133081674576, -0.025653086602687836, -0.09718474000692368, 0.10264305025339127, 0.08934878557920456, -0.06779645383358002, 0.003995642066001892, -0.03397241607308388, 0.029118038713932037, -0.0014039501547813416]"
FDA,press-announcements,2023-10-20,https://web.archive.org/web/20231031015235/https://www.fda.gov/news-events/press-announcements/fda-roundup-october-20-2023,788,"FDA Roundup: October 20, 2023","The U.S. Food and Drug Administration has announced fiscal year 2024 fee rates and payment procedures for animal drugs subject to user fees under the Animal Drug and Animal Generic Drug User Fee Amendments of 2023. The Animal Drug User Fee Act (ADUFA) and Animal Generic Drug User Fee Act (AGDUFA) authorize the FDA to collect fees for certain animal drug applications and products. ADUFA V and AGDUFA IV reauthorize the FDA to collect user fees through FY 2028. The FDA has also authorized an extension for the shelf life of Gohibic (vilobelimab) for specific lots, from 24 months to 30 months. The FDA has removed certain ventilation-related products from the medical device shortage list and added 171 AI/ML-enabled devices to the list of legally marketed devices in the United States.",0,1,0,0.0231507867574691,0.0515728928148746,0.9252763390541076,-0.0284221060574054,0.068990908563137,0.0721089914441108,0.8589001297950745,-0.0031180828809738,1,"[0.13729646801948547, 0.10365039110183716, -0.03498254716396332, -0.07292167097330093, 0.02695140242576599, 0.03194120526313782, -0.03020024299621582, 0.13796621561050415, -0.035795148462057114, -0.1158532053232193, -0.15534645318984985, 0.1024005115032196, -0.049485065042972565, 0.1109405905008316, -0.18729332089424133, -0.03461960703134537, 0.052899911999702454, 0.14194604754447937, 0.06996144354343414, -0.05015084892511368, -0.07205772399902344, -0.05840786546468735, 0.06722673028707504, 0.040892936289310455, -0.020230736583471298, -0.01438014954328537, 0.006802957504987717, -0.04840437322854996, -0.06353759765625, -0.02019919455051422]"
UCSB,Statements,2023-10-20,https://www.presidency.ucsb.edu/documents/joint-statement-president-biden-president-charles-yvon-michel-the-european-council-and,972,"Joint Statement by President Biden, President Charles Yvon Michel of the European Council, and President Ursula von der Leyen of the European Commission","The US and EU reaffirm their commitment to a transatlantic partnership to secure peace, stability, and prosperity globally. They aim to promote security, stability, and prosperity in North Africa and the Indo-Pacific, supporting ASEAN centrality and unity. The US and EU call on China to engage on global challenges and build constructive relations, pushing for a level playing field in economic relations and addressing human rights concerns. They also aim to strengthen their partnership by intensifying climate action, promoting renewable energy, and investing in research collaboration, including reducing methane emissions and promoting a climate-neutral economy. Furthermore, the US and EU plan to build a more secure cyberspace, promote high cybersecurity standards, and support partner countries in countering foreign information manipulation and interference, with increased transatlantic people-to-people exchanges and cooperation on modern-day trade challenges.",0,0,1,0.1415463387966156,0.0113449217751622,0.847108781337738,0.1302014170214533,0.8664058531595185,0.0095889978571176,0.1240051724055032,0.8568168553024008,2,"[-0.41875553131103516, -0.020643755793571472, 0.04659469425678253, 0.27894455194473267, -0.10518668591976166, -0.07222674787044525, -0.05990442633628845, 0.0029578441753983498, 0.16580826044082642, -0.2835662364959717, 0.1749259978532791, 0.20137038826942444, -0.14032591879367828, -0.103743776679039, 0.05511968955397606, 0.20581519603729248, -0.0026627853512763977, -0.019527245312929153, -0.28362196683883667, 0.030496396124362946, 0.11797261983156204, -0.054459959268569946, 0.1484265923500061, -0.05984630808234215, 0.07254116237163544, 0.20943683385849, -0.0947578176856041, -0.0009697489440441132, -0.06658779084682465, 0.06014333665370941]"
